,Datetime,Favorites,Text,Retweets
0,2020-06-16 23:59:35+00:00,66,"Who wants to help me hit 6,000 followers? I’m. So. Close. #BlackLivesMatter",25
1,2020-06-16 23:58:42+00:00,109,"Leaders don’t make sense in an Autonomous Zone. If someone is claiming to be a leader of autonomy (zone or otherwise) they’re lying or horribly mistaken. If you talked to Black Leaders, you’ve silenced 95% of black voices. #BlackVoicesMatter #blacklivesmatter #CHAZ",31
2,2020-06-16 23:58:26+00:00,133,A customer fired her wedding photographer for putting #BlackLivesMatter on her website ,22
3,2020-06-16 23:57:45+00:00,90,Silence is not an option. #BlackLivesMatter ,23
4,2020-06-16 23:56:29+00:00,144,"When you say #AllLivesMatter, how many white bodies have been found hanging in trees &amp; ruled a suicide in the last month? You can’t say all lives matter until #BlackLivesMatter",42
5,2020-06-16 23:56:02+00:00,115,I'm not really sure what's going on here but I'm pretty sure it's the white girls fault #blacklivesmatter #WhitePrivilege,118
6,2020-06-16 23:49:13+00:00,149,.@JoeBiden met with the #Floyd family to offer comfort and advice as he knows the pain of losing loved ones. Didn't they show it on Murdoch's Fox or TrumpTV OANN? Where's your crime pals Parnas &amp; Igor? #TrumpImpeachedforLife #WaterGait #Biden2020Landslide #BlackLivesMatter ,44
7,2020-06-16 23:47:27+00:00,89,6/17/2020- The Thin Blue Line #GeorgeFloyd #BreonnaTaylor #RayshardBrooks #PoliceBrutality #PoliceReform #PoliceReformNow #EqualJustice #BlackLivesMatter #BLM https://tinyurl.com/y7guludb,46
8,2020-06-16 23:45:21+00:00,57,ARREST THE COPS WHO MURDERED BREONNA TAYLOR! IT’S BEEN THREE MONTHS! And they still have their jobs! Arrest them & charge them with her murder! #JusticeForBreonnaTaylor #Blacklivesmatter,49
9,2020-06-16 23:39:29+00:00,74,"137,000 steps. 90 miles. 17 hours. 2 amazing causes. Akron’s @jerryfitz96 &amp; @Nickstricklen did the the unthinkable to raise awareness for the American Foundation for Suicide Prevention &amp; #BlackLivesMatter movement. http://linktr.ee/FundraiserRun | #TakingMACtion",19
10,2020-06-16 23:38:06+00:00,82,BEAT THE ODDS DO NUMBERS & REMAIN HUMBLE • • • : @eaton_heaton_up #watchtheyard #pwigreeks #pndgradszn #blackgraduates #blacklivesmatter #blackexcellence #bossman,21
11,2020-06-16 23:37:08+00:00,119,Brian Powers was a black trans person murdered in Akron this weekend. We demand justice for Brian! #BlackLivesMatter #BlackTransLivesMatter,79
12,2020-06-16 23:36:50+00:00,205,Happy birthday to #TupacShakur whose songs continue to inspire us in the struggle against racism and police brutality. #RestInPower #BlackLivesMatter ,69
13,2020-06-16 23:36:21+00:00,92,"End systematic racism. Just like police are killing us in these streets, nurses and doctors are killing us in these hospitals. #AllBlackLivesMatter #blacklivesmatter ",51
14,2020-06-16 23:30:48+00:00,125,"#mccarrenpark #blacklivesmatter nightly vigil has drawn around 500 attendees or 'neighbors' so far, with more police visible at the field's main entrance today; moment of silence, with ice cream truck tinkling in the background. ",29
15,2020-06-16 23:29:07+00:00,50,A promise: Psalm 91:15 #BlackLivesMatter ,26
16,2020-06-16 23:27:13+00:00,48,West Hollywood Protests || 6.3.20 Amazing moments. Shot by myself. #BlackLivesMatter #ADWCreates #PVAMU,20
17,2020-06-16 23:21:57+00:00,768,The #BlackLivesMatter protest in NYC right now chanting: “I BELIEVE THAT WE WILL WIN!” ,364
18,2020-06-16 23:21:44+00:00,35,This breaks my heart. I don't know if I should cry or throw my phone #blacklivesmatter. Especially our young ones ,37
19,2020-06-16 23:11:58+00:00,926,"Newly appointed Wisconsin Ethics Commissioner @rossacrosswi, in his first statement as a commission member—“I want to say as a middle aged white guy who has lived his entire life with white privilege: #BlackLivesMatter and white silence equals violence.” ",318
20,2020-06-16 23:59:55+00:00,71,Alder @mcprestigiacomo just passed his first ordinance! Congratulations on showing how an 18 year old 3 month into his first elected position can do better work and have a better moral compass than the mayor and the majority of @MadCityCouncil. #youthvote #blacklivesmatter,1
21,2020-06-16 23:58:48+00:00,46,"It's been a long day but #theworkcontinues so join this incredible group of leaders for a town hall - ""Why Black Lives Matter!"" Facebook Live: https://www.facebook.com/watch/live/?v=1336830980040526 #blacklivesmatter ",7
22,2020-06-16 23:58:28+00:00,29,"My history capstone was on the white-washing of Dr. Martin Luther King Jr.’s legacy. Since people are once again manipulating his legacy to condemn the Black Lives Matter movement , I thought I’d share part of my paper that I have been thinking about a lot. #BlackLivesMatter ",3
23,2020-06-16 23:53:20+00:00,23,Our friends at @radicaldreams_ have been creating enamel pins with a message and a cause since 2015! #BlackLivesMatter Check out our collection of Radical Dreams pins available online here: https://bit.ly/2N2dWID,4
