,Datetime,Favorites,Text
44,2020-06-11 23:33:03+00:00,253,"RIP Breonna Taylor her vigil ceremony & balloon release in Louisville, Kentucky 6/6/20 #JusticeForBreonnaTaylor #BlackLivesMatter "
45,2020-06-11 23:30:35+00:00,9,Make sure you wear #GeorgeFloyd and #BlackLivesMatter shirts when you go in and use the name #GeorgeFloyd or #BlackLivesMatter when you order so they have to scream it out. 
46,2020-06-11 23:27:21+00:00,9,Asking me to explain racism!!!! #BlackLivesMatter 
47,2020-06-11 23:24:37+00:00,57,let’s celebrate young black excellence. I’m so proud of my baby brother Class President &amp; AP Scholar. Next Stop NYU #BlackLivesMatter 
48,2020-06-11 23:22:36+00:00,3,Black lives matter! #BlackLivesMatter #VidasNegrasImportam
49,2020-06-11 23:20:52+00:00,0,I can be better! We can be better. #BlackLivesMatter
50,2020-06-11 23:08:42+00:00,543,"Nobody’s trying to erase history. We aren’t asking, “should people like slave-traders & confederates & colonialists be REMEMBERED?” We’re asking if they should be HONORED with statues and having places named after them. It’s a very different conversation. #BlackLivesMatter"
51,2020-06-11 23:04:10+00:00,6,"@shaunking Karen Strikes Again!! SMDH.. Wilson Park Torrence, California.. Racism at it's best!! #BlackLivesMatter "
52,2020-06-11 22:51:50+00:00,1581,#BlackLivesMatter The Animated film by L.A.Q. Full video out on YouTube; https://youtu.be/zIPHwo1StI8
53,2020-06-11 22:35:21+00:00,403,Um. What....have they rescued with it..? #DefundThePolice #BlackLivesMatter 
54,2020-06-11 22:14:38+00:00,141,"He had me in the first half, i ain’t gonna lie.. #BlackLivesMatter "
55,2020-06-11 22:08:43+00:00,2,I purple you #Blacklivesmatter pic.twitter.com/ZNIurmTwqe
56,2020-06-11 21:40:46+00:00,0,@Blaney #BlackLivesMatter is a garbage unAmerican organization funded by other countries. They're bad people. https://www.thegatewaypundit.com/2020/06/exclusive-donations-including-international-funding-blacklivesmatter-com-go-directly-dnc-money-laundering/ you need to read about them and the bad shit they do.
57,2020-06-11 21:35:44+00:00,0,Company’s using #BlackLivesMatter as a means to get more people to buy there shit: pic.twitter.com/yRVX0so0G5
58,2020-06-11 21:24:01+00:00,38,Does anyone know how you set up a petition? cos this ain’t right #justiceforlakeithsmith #BlackLivesMatter 
59,2020-06-11 21:21:00+00:00,671,"Now that all the PlayStation hype is over. Back to protesting. That was a brief little yay for an hour but the real job is at hand. - Vote - Push for Civil Rights - Respect each other -Know that this is a process, not something that can happen over night #BlackLivesMatter"
60,2020-06-11 23:34:47+00:00,2,Yes Rip this Statue up... #BlackLivesMatter #generalCusterStatue
61,2020-06-11 23:20:05+00:00,0,"New bill out, though text has not been released yet. I obviously want to see the text before taking a conclusive position, but this seems like some weak stuff: http://gasenatedems.com/georgia-justice-act/. Issues discussed in thread. #atlantaprotests #BlackLivesMatter"
62,2020-06-11 23:19:26+00:00,1,Black Lives Matter #BLM #BlackLivesMatter #ShadowTheHedgehog
63,2020-06-11 23:16:05+00:00,1,twitter do your thing to this racist #BlackLivesMatter #BlackTwitter #anonymous
64,2020-06-11 23:06:48+00:00,2,Please suspend your campaign and support #Booker4KY! You could really help if you wanted! #MoscowMitchMcConnell #BlackLivesMatter 
65,2020-06-11 23:03:33+00:00,47,No big homie #BlackLivesMatter 
66,2020-06-11 22:46:09+00:00,22,Just listen to these radical left anarchists! They must be stooped! #MarshallLawBand #BlackLivesMatter 
67,2020-06-11 22:42:05+00:00,344,Response to my first and second videos. #blacklivesmatter #justiceforgeorgefloyd #SayTheirNames #NoJusticeNoPeace
68,2020-06-11 22:20:35+00:00,151,Students from the Black Student Unions from Tualatin and Tigard High School protest in the neighborhoods of Tualatin en-route to Tigard High School. #BlackLivesMatter 
69,2020-06-11 22:15:30+00:00,106,"My mother in 1964, protesting with CORE to desegregate Bank of America. We fight on. #BlackLivesMatter "
70,2020-06-11 21:58:42+00:00,123,"If you're white and don't like discussing racism, imagine how Black people feel and get over it. #BlackLivesMatter"
71,2020-06-11 21:40:00+00:00,384,"112K dead nationally, Tx set new records for #COVID19 hospitalizations this week, the economy is in a recession, 20.9M unemployed, riots &amp; injustices occurring in the streets, he’s still not admitting that #BlackLivesMatter. But yes, let’s hold fundraisers "
72,2020-06-11 21:35:41+00:00,3,Hey I'm new here!#BlackLivesMatter 
73,2020-06-11 21:29:52+00:00,1,Yo look what Netflix did. #BlackLivesMatter 
74,2020-06-11 21:23:41+00:00,155,LAS VEGAS there is a Part 2 if you missed out on the peaceful protest. Part 2 is to push for a an Excessive Force Bill against the police. This is also a peaceful rally!! Don’t miss out on an opportunity to make a difference! #BlackLivesMatter 
75,2020-06-11 21:17:54+00:00,83,Come and join the portest this Saturday! #BlackLivesMatter 
76,2020-06-11 21:16:17+00:00,9,#BoycottStarbucks #BoycottStarbucks #BoycottStarbucks #BlackLivesmatter #BlackLivesmatter #BlackLivesmatter @Starbucks You Guys Absolutely Fucked Up Begin Racist Rude Towards All Of Us People Who Are Frigthing for Change in Our Broken Criminal Justice System Period. pic.twitter.com/6qc7HbPHzs
77,2020-06-11 21:02:04+00:00,70,"#BlackLivesMatter in a different way lmao. We're all equal, never forget this "
78,2020-06-11 20:57:05+00:00,3,"#BlackLivesMatter . stop Racism, buy black toys too merde pic.twitter.com/AhHa90SVfD"
79,2020-06-11 20:54:02+00:00,67,"Floyd’s murder has shocked many white Americans into joining the protests. Hallaq’s murder, by contrast, has been ignored by the vast majority of Israelis! Why! #BlackLivesMatter #FreePalestine #PalestinianLivesMatter "
80,2020-06-11 23:07:54+00:00,324,"This comes hot on the heels of the arrest of several boogaloo supporters in Nevada, who were plotting to attack various #BlackLivesMatter demonstrations in order to kick off a new ""civil war."" "
81,2020-06-11 23:00:48+00:00,0,Jail this little shit #GeorgeFloyd #USARIOTS #BlackLivesMatter 
82,2020-06-11 22:30:43+00:00,21,"100% behind supporting #blacklivesmatter, but our city is riddled with crime, feces on the street, &amp; plenty of drug addicts who need rehab. We need more police and assistance rather than less. Most SF officers I have met are good people. #bekind"
83,2020-06-11 22:17:37+00:00,153,"In convo w/Domo employees & community leaders, the feedback is declaration & action. We will run a full page ad in DesNews & SLTrib this weekend with a community statement that #BLACKLIVESMATTER. To include your company have the CEO DM me or email josh@domo by tomorrow 4pm!!!"
84,2020-06-11 21:56:18+00:00,45,You messed with the last generation. A change is coming. #BlackLivesMatter 
85,2020-06-11 20:58:07+00:00,4,This from me to AFRICA #BlackLivesMatter 
86,2020-06-11 20:51:50+00:00,201,"Part 1: The World is Taking a Stand Against Systemic Injustice. Please share, and support the movement in anyway you can. #BlackLivesMatter Full/Uncut Video at: https://www.youtube.com/watch?v=xou2ruHezOg&amp;feature=youtu.be"
87,2020-06-11 20:51:43+00:00,416,"Report by @BuzzFeedNews says @Starbucks won't let employees wear #BlackLivesMatter gear because it “violates its dress code policy” as a ""political, religious, or personal issue."" However, #Starbucks does allow pro-LGBTQ buttons &amp; even hands them out."
88,2020-06-11 20:50:20+00:00,72,He's going for the #blacklivesmatter crowd who judge people by the color of their skin instead of the content of their character. Dr. MLK Jr.'s Dream is a Nightmare for them.
89,2020-06-11 20:49:57+00:00,2,enough is enough. #BlackLivesMatter 
90,2020-06-11 20:49:22+00:00,2,NOW YALL DONE PISSED ME OFF! WHAT IS DIS HUNNY??!!! WHAT HAPPENED TO YALL SILENCING OUR HASHTAG AND BANNING BLACK CREATORS. #BlackLivesMatter #tiktok #BLM
91,2020-06-11 20:45:13+00:00,1045,Today's world in a microcosm. Whites and non-whites conflicting everywhere #BlackLivesMatter #StatuesMustFall
92,2020-06-11 20:44:57+00:00,10,Was @shaunking not available??? #cnn #whatitsliketobeblack #BlackLivesMatter 
93,2020-06-11 20:44:47+00:00,1119,Finished! I’m so glad that I was able to do this for the community! This was amazing opportunity! #BlackLivesMatter #drawingwhileblack #Chicago
94,2020-06-11 20:43:56+00:00,18,2 AMAZING films i recommend that show what goes on in the world with police brutality and what the #BlackLivesMatter movement is truly about.
95,2020-06-11 20:43:11+00:00,25,"#BlackLivesMatter TODAY, TOMORROW, &amp; FOREVER "
96,2020-06-11 20:42:14+00:00,470,"""But protests don't work"" Keep taking to the streets y'all! #BlackLivesMatter https://www.nytimes.com/interactive/2020/06/10/upshot/black-lives-matter-attitudes.html"
97,2020-06-11 20:36:37+00:00,25,"This is the perfect response to those who think saying “All Lives Matter” trumps “Black Lives Matter”. It’s not a competition, it’s fucking serious. #BlackLivesMatter pic.twitter.com/uBD741RcmT"
98,2020-06-11 20:34:10+00:00,538,#eVrandini_Freestyle Part 11 (Feat. Patience ) #BlackLivesMatter @djsbu @iamtbotouch
99,2020-06-11 20:33:54+00:00,34,White girls tryna decide between Black men or Starbuck #BLM #BlackLivesMatter #Starbucks
100,2020-06-11 20:40:51+00:00,47,Y’all so phony it’s funny. #BlackLivesMatter 
101,2020-06-11 20:39:22+00:00,53,The time is now for action. #WhiteCoatsForBlackLives #BlackLivesMatter 
102,2020-06-11 20:38:02+00:00,12,I love my school so much THIS is how you change the social mores!!!!!!!! #BlackLivesMatter 
103,2020-06-11 20:36:07+00:00,2,Everyone supporting #BlackLivesMatter right now 
104,2020-06-11 20:33:00+00:00,672,What the media won't acknowledge: #BlackLivesMatter is a hateful ideology that fuels violent anti-police sentiment. @sheriffclarke with the facts (and Don Lemon with the stammering and cut to commercial). WATCH 
105,2020-06-11 20:32:25+00:00,1209,"If you think this isn’t a message, you’re blind. #BlackLivesMatter #BlackLivesMatter #BlackLivesMatter "
106,2020-06-11 20:26:41+00:00,17,This is disgusting and y’all still support him. #BlackLivesMatter #jeffreestarisoverparty #racist
107,2020-06-11 20:21:16+00:00,2416,"This is what the corporate media isn’t showing us. While Obama and Hillary Clinton are posing as champions for #BlackLivesMatter, Africans are getting sold in open slave markets in Libya thanks to the war that they waged alongside their NATO allies. Hypocrisy at its finest. "
108,2020-06-11 20:18:54+00:00,525,Just to be crystal clear. #tapeface #blacklivesmatter 
109,2020-06-11 20:18:49+00:00,178,Our head coaches are ready to help lead the charge for change #BlackLivesMatter 
110,2020-06-11 20:16:28+00:00,831,"Breonna Taylor was murdered 90 days ago today while sleeping and still no arrests,, one of the officers who murdered George Floyd has just been set free,, You may be seeing #BlackLivesMatter less on the tl but the movement isn’t over,, keeping educating yourself and take actions pic.twitter.com/0z5HUU6rVQ"
111,2020-06-11 20:16:16+00:00,14,Everyone who supports #BlackLivesMatter must watch this 
112,2020-06-11 20:12:10+00:00,32,#BlackLivesMatter to the Democrats only every 4 years!!!!
113,2020-06-11 20:11:07+00:00,2164,"WTF? After first voicing support, Starbucks won’t let employees wear #BlackLivesMatter gear. As one barista says, “It is silencing and Starbucks is complicit. Now more than ever, Starbucks needs to stand with us."" #BoycottStarbucks"
114,2020-06-11 20:05:30+00:00,2075,Check your privilege #BlackLivesMatter 
115,2020-06-11 20:05:00+00:00,1385,"Remember when they wrote ""Let's talk about racism!"" on the cups? Remember when they closed for half a day because 2 Black men were arrested for being Black at a @Starbucks? As we always thought, they are only about #BlackLivesMatter when it's convenient. "
116,2020-06-11 20:04:57+00:00,6106,"Trump is in Dallas, going to Gateway Church, where he is about to be greeted by a #BlackLivesMatter protest that dwarfs the crowd of his supporters. In Dallas, y’all. "
117,2020-06-11 20:01:53+00:00,78,Cell Press supports #BlackLivesMatter 
118,2020-06-11 20:01:05+00:00,31,"Queens, Sunday 6/14 @1PM. DRIVEBY PROTEST. #BlackLivesMatter "
119,2020-06-11 19:57:15+00:00,1551,Band-Aid launching new bandages featuring range of skin tones; company says they are making a donation to #BlackLivesMatter in “the fight against systemic racism” 
120,2020-06-11 19:57:12+00:00,1648,I admire all the protestors around the world and i wish i was able to walk with them. #BlackLivesMatter #BLM
121,2020-06-11 19:54:37+00:00,158,BREAKING NEWS: @realDonaldTrump has blamed #FredrickDouglass 's refusal to provide him with timely feedback on his race relations speech for his failure to address the nation and calm tensions during these trying times. #blacklivesmatter
122,2020-06-11 19:53:56+00:00,0,You matter to us. #BlackLivesMatter 
123,2020-06-11 19:53:05+00:00,117,It’s been painful hearing the experiences of black professionals in the workplace this week. Black people don’t need your organisation’s grand statement on #BlackLivesMatter. What they need is a working environment where they are allowed to thrive... #Equality #Diversity
124,2020-06-11 19:48:37+00:00,4,Illustration for #BlackLivesMatter #TulsaMassacre
125,2020-06-11 19:43:17+00:00,1062,"Hello from the #capitolhillautonomouszone in “lawless” Seattle. At the east precinct, supposed epicenter of “anarchists(!)” All peace here—again. Scariest thing I saw: a big dog barked at my smaller dog. Message is consistent, firm: Be well. Be empathetic. #BlackLivesMatter – at Cal Anderson Park"
126,2020-06-11 19:43:17+00:00,146,Archivists Supporting Activists are trusted & committed people ready to offer support to any activists & social justice orgs that need help with their archives or documenting police violence against protesters. Thank you to our volunteers #BlackLivesMatter 
127,2020-06-11 19:35:45+00:00,227,Twitter do your mfn thing ... #BlackLivesMatter 
128,2020-06-11 19:32:45+00:00,10,"My thoughts, from a goalie coach’s perspective. #BlackLivesMatter "
129,2020-06-11 19:08:55+00:00,9931,A BLACK WOMAN IN DETROIT DIED IN HER CELL IN POLICE CUSTODY YESTERDAY. GET THE COPS CHARGED/ARRESTED. SAY HER NAME. PRISCILLA SLATER. #blacklivesmatter
130,2020-06-11 18:50:03+00:00,7,ARREST THE COPS THAT MURDERED #BreonnaTaylor #BlackLivesMatter 
131,2020-06-11 18:49:42+00:00,573,KEEP SIGNING & SHARING AS MUCH AS POSSIBLE! #FREEDRAKEO #BLACKLIVESMATTER 
132,2020-06-11 18:47:43+00:00,57420,"U.S. security forces brutally beat 16-year-old child Jahmel Leach (now has his jaw wired shut), tased him in the temple, stripped him (abused him), and then threw him in an adult cell while refusing him medical attention or his parents. #BlackLivesMatter "
133,2020-06-11 18:36:50+00:00,15,Thunderman LLC from THAT ONE SCENE in today’s episode of The Adventure Zone: Graduation. These three have quickly become a welcome addition to the brothers’ treasure trove of FANTASTIC characters. #TheZoneCast ALSO: #blacklivesmatter 
134,2020-06-11 18:29:31+00:00,1398,Lando Norris on supporting #BlackLivesMatter 
135,2020-06-11 18:20:16+00:00,2452,"90 days ago, Breonna Taylor was murdered by the police while sleeping. 90 days have passed, and there have STILL been no arrests made and no one has been fired. Y’all can paint as many #BlackLivesMatter streets as you want, but the work &amp; fight for justice is FAR FROM OVER. "
136,2020-06-11 17:58:41+00:00,1427,then you hear some mfs saying all lives matter #BlackLivesMatter
137,2020-06-11 17:53:39+00:00,1642,"Ray Ciccarelli is quitting NASCAR because they've banned the confederate flag. Or is it because...""With 32 races under his belt, 50-year-old Ray Ciccarelli has never won a NASCAR race."" Well, we can see why he identified with the confederates.. #BlackLivesMatter"
138,2020-06-11 17:37:13+00:00,627,[ halsey is proud of her brother ; we’re proud of both of u and everyone who’s fighting #blacklivesmatter ] 
139,2020-06-11 17:36:48+00:00,3361,I was told I made my colleagues jobs harder when I tweeted #BlackLivesMatter. Was also told helping raise almost half a mil for Ferguson Library was unprofessional. 
140,2020-06-11 17:36:37+00:00,1170,Bubba Wallace driving a #BlackLivesMatter car. He also got NASCAR to get rid of Confederate flags at races. 
141,2020-06-11 17:36:20+00:00,4878,Ray Ciccarelli (0-31 for his entire racing career) announced he’s quitting NASCAR due to their decision to ban confederate flags because he’s a racist mother fucker. NASCAR is desperately seeking another driver to regularly finish 28th. #blm #blacklivesmatter #ConfederateFlag pic.twitter.com/cg3fQkGCEY
142,2020-06-11 17:34:23+00:00,48561,"If you even anymore evidentiary support that #BlackLivesMatter is a trash organization that has nothing to do with black lives. Thank God, for our police officers. "
143,2020-06-11 17:27:27+00:00,6,"Thanks so much to Jocelyn Martin, Shayla Jameson, Ivy Irihamye, Elvin Irihamye, and David Suarez for helping me write and edit this letter. #blacklivesmatter (continued in comments) "
144,2020-06-11 17:27:23+00:00,4130,Before and after of the Robert E. Lee statue in Richmond Virginia. Protestors making their voices heard! The grass turning yellow is a testament to all the people marching to end police brutality in recent weeks. #blacklivesmatter 
145,2020-06-11 17:25:18+00:00,720,"Come on @Starbucks. If you want to create “a safe and welcoming"" environment, you’d support employees who support #BlackLivesMatter. How many Black people were involved in this decision? "
146,2020-06-11 17:21:18+00:00,45,8:46. Stop and Reflect. #BlackLivesMatter #IHXEastElite
147,2020-06-11 17:19:13+00:00,60,This mural on the plywood at the Indiana Repertory Theater is... Powerful. #BlackLivesMatter 
148,2020-06-11 17:17:10+00:00,6,"When police retreated from Seattle’s Capitol Hill, it became an automous zone free from oppression and racial bullying by the police. Many people of color no longer felt the need to constantly look over their shoulders. Houston, We should be next. #blacklivesmatter @YourAnonNews"
149,2020-06-11 17:15:46+00:00,6,#BlackLivesMatter Watch how Israeli soldiers push their knees against Palestinians' necks?! Amnesty International said recently that US Police is trained by Israeli forces. Go figure! #untilfreedom
150,2020-06-11 17:12:22+00:00,5,MATTER US THE MINIMUM #blacklivesmatter 
151,2020-06-11 17:05:24+00:00,26,"you condemn racism, by supporting a racist and marxist organisation #BlackLivesMatter. Marxism killed 200+ millions and enslaved billion+ people in the world. Not nice. Every corpo is kneeling before commies from BLM and #antifa. They will come for you first in case of revolution"
152,2020-06-11 17:03:45+00:00,9,"Oh my, how embarrassing #Blacklivesmatter #itakeresponsibility"
153,2020-06-11 17:03:18+00:00,17,Charlotte Area Protest. Friday June 12th 10am-12pm. #Charlotte #charlotteprotests #BlackLivesMatter 
154,2020-06-11 17:03:07+00:00,249,Spread love and not hate! #blacklivesmatter 
155,2020-06-11 17:02:00+00:00,1178,"Abortion is the biggest killer of Black lives. Every year, Planned Parenthood commits over 1/3 of U.S. abortions — over 321,000. That’s 880+ abortions a day or one abortion every 98 seconds. Want to save Black lives? Defund Planned Parenthood. #BlackLivesMatter"
156,2020-06-11 16:58:23+00:00,68,History #BlackLivesMatter 
157,2020-06-11 16:57:03+00:00,8342,"This week, I have felt so inspired by the thousands of people across the globe using their voices to speak out against racial injustice. Fighting for real change starts with us, whether peacefully protesting, showing support on social media or signing petitions. #blacklivesmatter "
158,2020-06-11 16:55:36+00:00,301,A or. B? #BlackLivesMatter 
159,2020-06-11 16:55:31+00:00,57, #BlackLivesMatter #BlackLoveMatters Absolutely loved filming this Trad. Extraordinary day filled with so much amazing moments! 
160,2020-06-11 16:38:04+00:00,577,I don’t know who drew this but I love it #BlackLivesMatter 
161,2020-06-11 16:29:51+00:00,5,DM me if you need help connecting with your local #blacklivesmatter movement in #Kansas. Link to donate: https://www.paypal.me/lawrencebailfund Link to volunteer as a pro bono lawyer: https://forms.gle/ree8bY9PPmLhSe1e9 10/10
162,2020-06-11 16:29:31+00:00,509,"BRAINSTORM: List a few things that have happened in the past 2 weeks that would have seemed impossible 2 months ago? (NASCAR bans confederate flags, NFL apology, etc.)...And which corporations, celebs or leaders have surprised you? #GreatAwakening #BlackLivesMatter #GeorgeFloyd"
163,2020-06-11 16:26:34+00:00,22,STOP #Blacklivesmatter #KOZP #Antifa #racisme #AllLivesMatter
164,2020-06-11 16:25:04+00:00,304,"Economic and social inequalities are also still prevalent in UK The avg Black household is significantly less wealthy than white British ones, with those in the Black African ethnic group nine times less wealthy https://www.telegraph.co.uk/news/2020/06/08/charts-racial-inequality-british-society/ #BlackLivesMatter #BlackLivesMatterUK"
165,2020-06-11 16:25:02+00:00,367,This has also been true during the Covid-19 crisis with black people more likely to be fined or arrested by the Metropolitan Police for breaching lockdown rules. #BlackLivesMatter #BlackLivesMatterUK
166,2020-06-11 16:25:01+00:00,575,"Black people are arrested at more than three times the rate of white people in England and Wales, 32 people per 1,000 compared to nine per 1,000 last year. https://www.telegraph.co.uk/news/2020/06/08/charts-racial-inequality-british-society/ #BlackLivesMatter #BlackLivesMatterUK"
167,2020-06-11 16:25:01+00:00,1933,"Britain's own problem with racial inequality *a thread* While the shocking scenes of police brutality in the United States aren't often mirrored here, a less overt undercurrent of inequality flows through society. https://www.telegraph.co.uk/news/2020/06/08/charts-racial-inequality-british-society/ #BlackLivesMatter #BlackLivesMatterUK"
168,2020-06-11 16:20:04+00:00,1847,Words of wisdom from Hall of Famer Joe Morgan. #BlackLivesMatter 
169,2020-06-11 16:05:32+00:00,227,blm should not just be a one week “trend” but sadly my tl isn’t talking about it anymore. so HERES A THREAD OF PETITIONS TO SIGN IF YOU HAVENT YET !! #BlackLivesMatter
170,2020-06-11 16:02:11+00:00,18,RT @PattyAngel64: Prominent black men talk about racism. Nothing but truth here! #BlackLivesMatter #WhiteLivesMatter #AllLivesMatter
171,2020-06-11 15:58:53+00:00,2927,"My latest Painting. From Manchester, with Love... #BlackLivesMatter "
172,2020-06-11 15:54:12+00:00,13,"Camron Amin, #AIS president's letter to membership re: #BlackLivesMatter affirming support for reforms #IranianStudies"
